provider_id,Measure,payment_measure_id,hospital_type,hospital_owner,hospital_overall_rating,mortality_code,readmission_code,effectiveness_of_care_code,timeliness_of_care_code,patient_experience_code,SIR_compared_to_national_code,SIR_score,spend_score,payment,value_of_care_category_code
250034,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,1.111,0.99,17056,0
250036,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,0,0,1,1,0,0,0.89,18609,0
250038,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,1,0,0,0.654,0.93,18252,0
250040,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,1,-1,-1,0,0,-1,0,0.989,0.98,18443,-1
250042,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,0,0,0,1.109,0.91,17231,0
250043,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,-1,-1,1,1,0,0.896,0.87,12642,0
250044,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,1,0,0.464,0.93,15487,-1
250048,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,-1,-1,0,1,1,0.472,1.02,16228,0
250050,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,1,0,0,0,0,0,1.01,15115,0
250057,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,0,-1,0,1,1,0,0.97,16740,0
250058,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,2,0,-1,0,1,-1,0,0.623,0.86,15292,0
250067,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,0,0,1,0,0,0.88,0.95,14778,0
250069,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,0,-1,1,1,-1,0,0.484,1.22,21553,-1
250072,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,0,-1,1,0.467,1.03,18781,0
250077,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,-1,-1,1,0,0,1.613,0.96,14558,0
250078,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,1,-1,-1,-1,0,0,1,0.429,1,18334,-1
250081,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
250082,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,1,0,-1,0,0,-1,1,0.544,1.05,17882,-1
250084,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,0,0,0,-1,0,0.204,1.1,17447,0
250093,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,0,1,0,0.99,18529,0
250094,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,0,1,0.347,1.02,15530,0
250095,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,0,0,1,NA,0,0,0.85,14974,0
250096,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,-1,0,0.86,1.02,16131,0
250097,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,2,0,-1,0,1,0,1,0.361,0.95,16686,0
250099,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,1,0,-1,0,0,-1,1,0.389,1.03,16599,0
250100,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,-1,0,1,0,1,0.576,0.97,17767,0
250102,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,0,0,0,1,0,0.893,1.02,16811,0
250104,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,0,0,0.722,1.05,17021,0
250117,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,3,0,0,0,0,0,0,0,0.94,16156,0
250123,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,0,0,0,0.439,0.98,17509,0
250124,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,-1,-1,1,1,0,1.262,1.03,14446,0
250128,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,0,0,0.485,0.99,16584,0
250138,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,-1,0,0.52,1.02,20113,0
250141,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,0,-1,0,0,-1,0,1.019,1,17808,0
250151,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,NA,NA,NA,NA,NA,NA,1,0,0.92,NA,NA
250162,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,0,0,0,0,0,0,0.96,15392,0
250167,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,1.138,0.93,17084,0
250168,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - State,2,0,0,-1,0,-1,0,0.36,1.08,20902,0
251308,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,NA,0,0,1,NA,0,1.067,NA,16449,0
251316,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Other,NA,NA,1,NA,NA,NA,0,0,NA,17776,0
251331,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,0,0,1,NA,0,0,NA,15338,0
260001,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,-1,0,0,0,0,1.272,0.99,19943,0
260005,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,1,0,0,-1,1,0.536,1,17599,-1
260006,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,1,1,1,0,0.977,0.93,16130,1
260009,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,1,0,0,1,0,1,0.302,0.84,14392,0
260011,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,0,-1,0,1,1,1,0.543,0.93,17092,0
260015,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,0,0,0,0,1,0,0.96,16063,0
260017,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,-1,1,0,0,0,0,0.477,1.03,17511,0
260020,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,0,0,1,1,0.785,0.99,18540,0
260022,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,1,0,1,0,0,0.358,0.91,17778,0
260023,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,-1,-1,1.485,1,19314,-1
260024,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,0,-1,0,0,0,1.028,0.88,13431,0
260025,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,1,-1,0,1.3,0.94,15043,0
260027,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,0,-1,-1,1.602,1,17037,0
260032,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,1,-1,0,-1,0,1,0.635,0.99,17844,0
260034,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,0,0,1,0,0,0.303,0.87,14689,0
260040,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,-1,-1,0,0.983,0.96,16734,0
260047,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,0,1,1,0,0.557,0.93,15618,0
260048,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,0,1,0,-1,-1,0,1.133,0.95,16629,0
260052,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,0,1,0,1,0,1,0.464,0.91,18679,-1
260057,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,1,-1,0,0,0.95,14524,0
260059,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,0,0,0,-1,0,1.764,0.89,14385,0
260062,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,0,0.673,1.02,16890,0
260064,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,0.341,0.92,17749,0
260065,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,-1,0,-1,1.396,0.97,17930,0
260068,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,5,0,1,0,0,1,0,0.896,0.97,17444,0
260070,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,1,0,-1,-1,0,NA,0,0,0.94,12976,0
260074,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,0,1,0,1,1,0,0.625,0.93,17733,0
260077,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,-1,0,0.936,0.96,17641,0
260078,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,-1,-1,0,1,0,0,0.504,0.87,16443,-1
260081,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,0,0,1,0.391,0.97,17017,0
260085,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,-1,0,1.32,0.98,18472,0
260091,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,0,-1,1,0.523,0.98,17881,0
260094,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,1,0,-1,-1,0,1.385,0.96,17989,1
260095,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,-1,-1,0,0,0,0,1.142,0.99,17690,-1
260096,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,-1,0,1,0,0,1.04,1,18506,0
260097,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,3,0,-1,0,0,0,0,1.567,0.89,14434,0
260102,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,NA,1,0,0,-1,0,0.556,0.83,17981,0
260104,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,1,-1,0,-1,0,1,0.549,1.01,19264,0
260105,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,0,-1,0,-1,-1,0,0.981,1.02,17091,0
260108,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,-1,0,0,1,1,0.505,0.96,17130,0
260110,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,-1,0,1,1,0,0.881,0.99,16680,0
260113,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,0,1,0,1,1,0,1.268,0.97,16476,0
260119,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,-1,-1,0,0,-1,0,0.665,0.97,15748,0
260137,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,0,1,-1,0,-1,1,0.594,0.99,15661,0
260138,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,5,1,1,0,0,1,-1,1.337,1,17409,1
260141,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - State,3,0,-1,0,0,0,0,0.944,0.99,17182,0
260142,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,0,0,0.33,0.85,15877,0
260162,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,NA,1,0,0,1,0,0,0.84,14555,0
260163,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,-1,0,0.491,0.93,17538,0
260175,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,4,0,0,-1,1,1,0,0.87,0.97,15055,0
260176,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,1,0,0,0.433,0.99,17944,0
260177,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,3,0,0,0,1,0,0,0.756,1.03,16353,0
260179,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,0,0,1,1,0.574,0.94,17220,1
260180,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,-1,0,0.922,1,18665,0
260183,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,-1,1,0,1,0,1,0.572,0.97,16130,0
260186,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,-1,1,0,1,0,1,0.387,0.9,14780,0
260190,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,1,0,1.149,1.01,16734,0
260191,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,0,1,0,0,1,1,0.354,0.93,17580,0
260193,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,-1,0,1,-1,0,0.973,0.89,17520,0
260195,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Hospital District or Authority,2,-1,0,0,1,0,0,0.994,0.92,16051,-1
260200,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,-1,1,0,0,0,1,0.447,0.98,18171,0
260210,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,-1,-1,1,0.257,1.01,18220,0
260214,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,0,0,1,0,0,0.73,0.94,16012,0
260216,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,-1,0,0,1,0,0.965,0.97,15983,1
260219,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,-1,0,0,0,0.546,0.91,17714,0
261337,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,0,0,0,0,0,1.404,NA,16108,0
261338,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Local,4,0,0,NA,NA,0,0,1.648,NA,16915,0
270003,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,1,0,0.428,0.85,15538,0
270004,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,-1,0,0,0.827,0.94,15653,0
270012,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,-1,0,0.803,0.99,16285,0
270014,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,0,1,0,1,1,0,1.276,0.93,15695,0
270017,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,0,0,1.426,0.92,15565,0
270023,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,-1,-1,2.287,0.92,16988,0
270032,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,-1,0,0.569,0.78,13161,0
270049,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,-1,1,0,1,1,0,0.974,0.96,16016,0
270051,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,0,1,0,0,1,0,0.679,0.95,15175,0
270057,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,1,0,1.4,0.92,15644,0
270086,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,NA,0,0,1,0,0,0.818,0.9,16592,0
271335,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,-1,NA,NA,0,0,2.654,NA,16571,0
271336,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,0,NA,15373,0
271344,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,0,0,0,0,0,0,NA,15785,0
271347,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,2,0,0,0,1,NA,0,0.445,NA,16153,-1
280003,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,0,0,1,1,0.766,1,17640,0
280009,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,0,-1,1.896,1.03,15919,0
280013,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,-1,1,0,1.08,1.01,17755,0
280020,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,0,-1,1,0.627,0.99,16255,0
280023,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,1,1,0,1,0,0,0.97,0.97,16022,0
280032,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,-1,1,0,1,1,1,0.085,0.99,17202,-1
280040,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,1,0,0,1,0,0.751,1.04,17875,0
280060,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,0,0,0.864,1.01,18119,0
280061,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,1,0,0,-1,0,1.413,0.96,17161,0
280065,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,0,0,1.57,0.95,16340,0
280077,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,1,0,1,0,0,1.244,1,16720,0
280081,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,-1,0,0.658,1.02,18961,0
280105,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,1,0,0.323,0.99,16894,0
280111,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,0,1,0,1,1,0,0.794,0.97,15500,0
280125,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,0,0,0.731,1.02,18034,0
280128,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,0,1,NA,NA,1,0,0,0.98,NA,NA
280130,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,2,0,1,0,1,0,1,0.334,1,18049,0
280132,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,-1,-1,0,1,1,1,0.283,0.93,16006,-1
280134,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,0,0,0,0,0,0.977,1.03,16266,0
281329,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Church,3,0,-1,0,0,1,0,0,NA,16263,0
290001,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,1,-1,1,0,-1,-1,0,0.957,1,17837,-1
290003,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,-1,-1,0,-1,-1,0,1.12,1.15,21471,0
290005,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,-1,0,0.797,1.06,22700,0
290007,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,1,0,-1,0,-1,-1,0,1.036,1.12,18932,0
290008,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,0,-1,0,0,0.91,14008,0
290009,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,-1,0,0,-1,0,1.114,0.9,17142,0
290012,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,2,-1,1,0,-1,-1,0,0.693,1.07,22544,-1
290019,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,-1,-1,1,0.557,0.94,16546,0
290021,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,0,-1,0,-1,-1,0,1.238,1.1,21361,0
290022,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,-1,-1,0,-1,-1,0,0.938,1.1,21039,-1
290032,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,0,-1,0,1,0,0,0.856,0.92,16092,0
290039,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,1,-1,0,-1,-1,1,0.505,1.1,20575,0
290041,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,1,-1,0,-1,-1,0,1.198,1.11,19830,0
290045,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,-1,1,0,-1,-1,-1,1.377,1.08,21448,0
290046,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,0,-1,0,-1,-1,-1,1.553,1.1,21180,0
290047,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,1,-1,-1,1.472,1.06,20639,0
290049,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,1,0,0.504,0.87,15042,0
290053,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,1,0,-1,0,-1,0,0,1.056,1.07,19609,0
290054,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,0,-1,0,-1,-1,-1,1.367,1.02,18232,0
290057,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,NA,NA,NA,NA,NA,NA,0,1.386,NA,NA,NA
300001,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,-1,0,-1,1,0,1.245,0.99,15780,0
300003,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,0,1,0,-1,1,0,1.24,1.03,18579,0
300005,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,0,1,0.33,1.02,17381,0
300011,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,5,1,1,0,-1,1,0,1.26,1.02,17072,0
300012,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,-1,0,-1,0,0,0.993,1.03,17807,0
300014,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,0,1,0,0,1,0,0.52,0.98,15204,0
300017,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,0,0,1.676,1.06,17915,0
300018,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,-1,1,0,1.19,1.02,16467,0
300019,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,-1,0,0,0.571,0.97,15205,0
300020,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,0,1.087,1.01,16379,0
300023,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,1,0,0.948,0.98,17473,1
300029,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,-1,0,1,-1,-1,2.01,1.02,17849,0
300034,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,0,-1,0,0,1.137,1.01,16183,0
301301,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,NA,NA,0,0,0,NA,14592,0
301302,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,0,NA,NA,1,0,0.648,NA,18421,0
301304,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,-1,0,0,1,0,0.549,NA,15130,0
301305,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,NA,NA,-1,NA,NA,1,0,1.441,NA,21763,0
301307,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,0,NA,NA,0,0,0,NA,15146,0
301309,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,-1,4.804,NA,15465,0
301310,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,-1,NA,NA,0,0,1.664,NA,15913,0
301311,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,-1,0,0,1,0,0.443,NA,15238,0
310001,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,-1,-1,-1,1,1,0.696,1.07,18904,1
310002,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,-1,-1,-1,0,0.926,1.06,19972,0
310003,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,1,-1,0,-1,-1,0,1.134,1.02,17462,1
310005,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,1,0,-1,0,-1,1.802,1.01,16879,1
310006,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,0,-1,0,0.507,1.04,21095,0
310008,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,-1,0,0,0,-1,1.507,1.05,18725,1
310009,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,-1,-1,-1,0,0.782,1.13,19714,0
310010,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,-1,1,0,0.846,1.05,17613,0
310011,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,-1,0,-1,2.067,1.01,17776,0
310012,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,0,0,0,1,1,0.464,1.05,17105,1
310014,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,0,0,1.057,1.02,19015,0
310015,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,-1,-1,0,0,0.877,1.04,18468,1
310016,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,2,0,-1,0,0,-1,0,0.684,1.08,19600,0
310017,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,-1,0,0.98,1.1,18721,1
310019,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,1,0,-1,0,-1,-1,1,0.509,1.07,19816,0
310021,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,0,0,0,-1,0,0.939,1.07,17021,0
